report_path,tag,seed,L,scheme,dtype,interp,boundary_mode,oob_policy,value_repr,batch_size,threads_torch,threads_numba,float_accuracy,float_precision,float_recall,float_f1,float_roc_auc,float_pr_auc,lut_numpy_accuracy,lut_numpy_precision,lut_numpy_recall,lut_numpy_f1,lut_numpy_roc_auc,lut_numpy_pr_auc,lut_numba_accuracy,lut_numba_precision,lut_numba_recall,lut_numba_f1,lut_numba_roc_auc,lut_numba_pr_auc,float_ms_per_sample,lut_numpy_ms_per_sample,lut_numba_ms_per_sample,lut_numpy_e2e_ms_per_sample,lut_numba_e2e_ms_per_sample,float_params_bytes,float_total_bytes,lut_total_bytes,lut_knots_bytes,lut_q_table_bytes,lut_scale_bytes,lut_y_min_bytes
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component,0,128,symmetric,int8,linear,closed,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,147.99825739953667,7.532602800056338,0.026207199320197105,176.80853500496596,176.66367499623448,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component,0,128,symmetric,int8,linear,closed,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,0.8346969140620786,0.06672829101262323,0.014833353516223724,0.7248736524161359,0.6926234765160189,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component,0,128,symmetric,int8,linear,half_open,clip_x,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,146.71718399971724,7.018368599936366,0.02669139951467514,177.1094650030136,174.32737501803786,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component,0,128,symmetric,int8,linear,half_open,clip_x,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,0.8392473515687016,0.06281169140493148,0.014406914069695631,0.7312904883292504,0.692618710854731,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component,0,128,symmetric,int8,linear,half_open,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,147.7667979998514,7.653610399924219,0.02671460062265396,176.37314999010414,174.54298499505967,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component,0,128,symmetric,int8,linear,half_open,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034670903529,0.9990508088975617,0.9898842367196797,0.9842366428540873,0.9957156767283349,0.9899428841872022,0.9991034673244542,0.9990508081527174,0.8383573378978326,0.06776147070013394,0.015352296877608751,0.729066894564312,0.7040106054773787,200368,200368,4390992,144,4257792,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component,0,16,asymmetric,uint8,linear,closed,clip_x,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319009255247,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319007042305,148.19021979998797,6.751537400297821,0.02553739957511425,167.45589498896152,164.2784049967304,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component,0,16,asymmetric,uint8,linear,closed,clip_x,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319009255247,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319007042305,0.8314513222649111,0.06155123827738862,0.01329839257778076,0.6852177538348769,0.6517461523799284,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,16,asymmetric,uint8,linear,closed,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135157615,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135412871,148.20615800004452,7.531717199832201,0.025077800266444683,167.3123950138688,164.36256999149919,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,16,asymmetric,uint8,linear,closed,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135157615,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135412871,0.8338909687518026,0.0669538847705553,0.013641374998769606,0.6887183203616587,0.6494906640909903,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,16,asymmetric,uint8,linear,half_open,clip_x,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319009255247,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319007042305,147.6328484006226,7.024340400472283,0.025431799702346325,169.9364900123328,169.64389998465776,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,16,asymmetric,uint8,linear,half_open,clip_x,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319009255247,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859225918531,0.9990319007042305,0.8321142695240269,0.06397133788595966,0.013625169922306668,0.6867269141366705,0.6536023827720783,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,16,asymmetric,uint8,linear,half_open,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135157615,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135412871,148.9220501994714,7.62760220002383,0.02546800021082163,167.24412499461323,164.12973999977112,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,16,asymmetric,uint8,linear,half_open,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135157615,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990859366379398,0.9990319135412871,0.829407865239773,0.06724601952555531,0.013397601560427574,0.692824707039108,0.6586042187336716,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_closed_clip_x_spline_component,0,16,symmetric,int8,linear,closed,clip_x,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,145.38583219982684,6.7413210002705455,0.02581140026450157,163.4766299976036,163.48851001821458,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_closed_clip_x_spline_component,0,16,symmetric,int8,linear,closed,clip_x,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,0.8360993750011403,0.060624845700658625,0.013547183589253109,0.6769127343432046,0.6458198046857433,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_closed_zero_spline_spline_component,0,16,symmetric,int8,linear,closed,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,149.8761833999306,7.452380599454045,0.026103000156581402,169.00064500514418,163.63899998832494,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_closed_zero_spline_spline_component,0,16,symmetric,int8,linear,closed,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,1.2122321796869073,0.10633257225890702,0.019808560546152876,0.9083088281840901,0.7123325976863271,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_half_open_clip_x_spline_component,0,16,symmetric,int8,linear,half_open,clip_x,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,148.92024219967425,7.193409199826419,0.02494680043309927,170.0082799885422,168.25984499882907,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_half_open_clip_x_spline_component,0,16,symmetric,int8,linear,half_open,clip_x,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,0.8476914140646841,0.0632245644555951,0.014285642582763103,0.6870353516205796,0.6718825976349763,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component,0,16,symmetric,int8,linear,half_open,zero_spline,spline_component,1,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,148.51078820042312,7.72933859936893,0.025749200023710728,165.66948499530554,162.99946999642998,200368,200368,665424,144,532224,66528,66528
experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs256_tt1_tn1\lut_report_unified.json,seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component,0,16,symmetric,int8,linear,half_open,zero_spline,spline_component,256,1,1,0.9899491507086444,0.9843629673996749,0.9957156767283349,0.9900067768897304,0.9991061054136088,0.9990538477962826,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328672540946,0.9896029427674997,0.9833176691729323,0.9961051606621227,0.9896701099633456,0.9990867279008151,0.9990328668762254,0.8374103027381352,0.06776695899134211,0.013801267577946419,0.6890692187880632,0.6537700976878114,200368,200368,665424,144,532224,66528,66528
